"image_path","class_name","class_id","xml_label","source_folder","folder_matches_xml","split"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_03_425508100_00017.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_03_425613500_00001.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_03_425613800_00786.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_03_425616500_00769.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_03_425638500_00716.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_03_425639800_00874.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_03_436153600_01213.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_03_4406742300_00001.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_03_4406772100_00001.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_3403328800_01055.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_3403331800_01590.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_3403391400_01266.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_3403392000_01069.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_3403397400_00907.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_3403397600_01060.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_3403398500_01173.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_3403399400_01044.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_3403399500_00887.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_3403401000_00864.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_3403403400_00768.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_3403405900_00856.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_424799500_00921.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_425502600_00052.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_425503400_00052.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_425506100_00051.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_425508200_00053.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_425614700_00694.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_425616500_00769.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\punching_hole\img_06_425639900_00614.jpg","punching_hole","1","1_chongkong","punching_hole","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_03_4404892800_01027.jpg","punching_hole","1","1_chongkong","welding_line","False","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_06_4403068300_01280.jpg","punching_hole","1","1_chongkong","welding_line","False","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_01_425506400_00018.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_01_425506800_00019.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_01_425507000_00018.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_01_425613800_00786.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_01_425614600_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_01_425638500_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_01_4402724300_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_01_4405230600_00994.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_425614400_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_425614600_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_425637500_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_432220200_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_436149500_00939.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_436150100_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_436164000_00029.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_436164300_01201.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_436185000_00016.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_436185500_00005.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_SIS001533_00008.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_SIS001574_00003.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_02_SIS002356_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_03_3402617200_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_03_425503300_00018.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_03_436153300_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_03_436185500_00005.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_3436787300_00002.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_425391100_00017.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_425502100_00018.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_425504800_00018.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_425506300_00019.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_425508100_00018.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_425614600_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_425637500_00653.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_432220200_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_436068100_00003.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_436164000_00006.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_436165600_00004.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_4402117300_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_4402540800_01484.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_4402541000_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_4402785000_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_4402787600_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_4402818600_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_4402831800_01217.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_04_4402851900_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_05_3436789300_00961.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_05_425502100_00053.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_05_425613800_00787.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_05_4405356600_00896.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_05_4405356800_00902.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_06_3403403800_00911.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_06_3403404000_00928.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_06_3403405900_00857.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_06_425614600_00459.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_06_4404612700_01306.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_06_4404892700_01142.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_06_4405228000_01156.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3402617400_01102.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403334300_00854.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403334600_00682.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403334800_00898.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403334900_00596.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403335000_01066.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403335100_01063.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403335200_00806.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403335500_00710.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403335800_00900.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403337700_00899.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403337800_00765.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403338100_00785.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403338900_00683.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403405200_00719.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403405500_00670.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_3403406400_00797.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_425390100_00053.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_425637500_00653.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_425644600_00785.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_4404613900_01090.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_4404710300_00877.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_4404711100_00787.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_4404893200_00890.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_4404897500_00875.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_4405227700_00146.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_07_4405377700_00912.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_3403334600_00681.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_3403334700_00670.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_3436783900_01352.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_3436789300_00961.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_425382400_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_425502100_00053.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_425502200_00054.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_425613700_00782.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_4402304700_01005.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_4402851700_00985.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_4405134000_01043.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_4405167700_00657.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_4405229800_01204.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_4405230600_00994.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\welding_line\img_08_4406424900_00001.jpg","welding_line","2","2_hanfeng","welding_line","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_3402617700_00001.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_3402617700_01009.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_424799300_01133.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_424799600_00001.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_424825700_00001.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_424826100_00001.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_424826300_00950.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_424826800_00002.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_424826800_00003.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425006100_00947.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425006200_01173.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425006400_00001.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425006600_00001.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425392100_00018.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425501900_00017.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425503000_00017.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425503300_00017.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425503400_00018.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425503500_00018.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425503600_00016.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425505100_00017.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_01_425622400_00001.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_04_424799200_00001.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
"C:\Users\Misha\Documents\GitHub\MyProject1\DB\images\images\crescent_gap\img_04_424825700_00001.jpg","crescent_gap","3","3_yueyawan","crescent_gap","True","train"
