"image_path","source_folder","reason","xml_labels"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_01_425637900_00899.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_01_425639800_00874.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_01_436067700_00689.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_01_436068700_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_01_4406743300_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_01_4406772100_00002.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_02_3436788500_00879.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_02_425622400_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_02_425622600_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_02_4406645900_00001.jpg","crescent_gap","multi_class","1_chongkong|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_03_425620300_00001.jpg","crescent_gap","multi_class","1_chongkong|2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_03_SIS001561_01569.jpg","crescent_gap","multi_class","1_chongkong|2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_3402617700_01009.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_424799300_01133.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_424799400_01080.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_424799600_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425501900_00018.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425502300_00018.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425502600_00017.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425502700_00017.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425503000_00017.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425503500_00018.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425505000_00018.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425505400_00017.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425608200_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425609500_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425613500_00002.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425616200_00712.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425622400_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425637700_00842.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_425640100_00875.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_436068600_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_4406645900_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_4406743300_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_04_4406772100_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_424799300_01132.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_424799400_01080.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_424826300_00950.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425391800_00054.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425392200_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425502200_00054.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425502300_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425502600_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425502700_00052.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425502900_00052.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425503500_00054.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425503600_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425505100_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425505500_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425608200_00007.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425608200_00814.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425609500_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425613500_00596.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425614700_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425616200_00711.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425637500_00652.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425637700_00842.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425637900_00899.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_425640100_00874.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_4406743300_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_05_4406772100_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_06_425390200_00053.jpg","crescent_gap","multi_class","1_chongkong|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_06_425390700_00051.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_07_424799400_01080.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_07_425004200_00986.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_07_425390700_00051.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_424798500_01234.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_424799300_01132.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_424799600_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_424826300_00950.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_424826800_00002.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425006200_01173.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425006600_00930.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425007500_01452.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425007600_01072.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425008000_00823.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425244400_00900.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425391800_00054.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425502300_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425502600_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425502700_00052.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425502900_00052.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425503100_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425503300_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425503400_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425503500_00054.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425503600_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425504800_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425505100_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425505500_00053.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425608200_00006.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425613500_00596.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425614600_00470.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425637500_00653.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425637700_00842.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425637800_00890.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425638500_00714.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425640000_00634.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_425640100_00874.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_436068100_00003.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_436164500_01565.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\crescent_gap\img_08_4406743300_00001.jpg","crescent_gap","multi_class","2_hanfeng|3_yueyawan"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_01_425505100_01400.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_01_4406743300_00935.jpg","inclusion","multi_class","4_shuiban|6_siban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_02_424799200_00150.jpg","inclusion","multi_class","4_shuiban|6_siban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_02_425391000_00490.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_02_425646200_00460.jpg","inclusion","multi_class","6_siban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_02_436068500_00002.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_02_4406446600_00072.jpg","inclusion","multi_class","4_shuiban|5_youban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_03_3402617100_00119.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_03_3402617100_00120.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_03_3402617700_00653.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_03_425503100_00022.jpg","inclusion","multi_class","6_siban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_04_425392000_00021.jpg","inclusion","multi_class","6_siban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_04_425392100_00022.jpg","inclusion","multi_class","6_siban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_04_425392100_00023.jpg","inclusion","multi_class","6_siban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_06_425237000_00528.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_06_425237000_00664.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_06_425237000_00670.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_06_425506300_01034.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_06_4402625300_01262.jpg","inclusion","multi_class","6_siban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_06_4402625300_01263.jpg","inclusion","multi_class","5_youban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_06_4406562900_00002.jpg","inclusion","multi_class","1_chongkong|2_hanfeng|3_yueyawan|4_shuiban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_07_425506100_00205.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_07_425507200_00974.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_07_4406562900_00008.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_07_4406645900_00863.jpg","inclusion","multi_class","4_shuiban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_08_425507200_00333.jpg","inclusion","multi_class","6_siban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_08_425508200_00359.jpg","inclusion","multi_class","6_siban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_08_425508200_00361.jpg","inclusion","multi_class","6_siban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_08_425508200_00363.jpg","inclusion","multi_class","6_siban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_08_425508200_00375.jpg","inclusion","multi_class","6_siban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\inclusion\img_08_425639900_00613.jpg","inclusion","multi_class","6_siban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_02_425507200_01502.jpg","oil_spot","multi_class","5_youban|6_siban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_02_425613800_00218.jpg","oil_spot","multi_class","4_shuiban|5_youban|6_siban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_02_425637500_00003.jpg","oil_spot","multi_class","4_shuiban|5_youban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_02_435974400_00004.jpg","oil_spot","multi_class","4_shuiban|5_youban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_03_3402564500_00001.jpg","oil_spot","multi_class","3_yueyawan|5_youban|8_yahen"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_03_3402617700_00707.jpg","oil_spot","multi_class","4_shuiban|5_youban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_03_3437006100_00013.jpg","oil_spot","multi_class","5_youban|6_siban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_03_425390000_00022.jpg","oil_spot","multi_class","4_shuiban|5_youban|8_yahen"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_03_425502900_00019.jpg","oil_spot","multi_class","4_shuiban|5_youban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_04_431854700_00385.jpg","oil_spot","multi_class","5_youban|6_siban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_04_431854700_00657.jpg","oil_spot","multi_class","5_youban|6_siban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_04_431854700_00670.jpg","oil_spot","multi_class","5_youban|6_siban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_04_436163100_00033.jpg","oil_spot","multi_class","5_youban|6_siban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_07_425390800_00009.jpg","oil_spot","multi_class","5_youban|7_yiwu"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_08_425507600_00361.jpg","oil_spot","multi_class","5_youban|6_siban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\oil_spot\img_08_425508200_00403.jpg","oil_spot","multi_class","5_youban|6_siban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\punching_hole\img_02_425501900_00017.jpg","punching_hole","multi_class","1_chongkong|4_shuiban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\punching_hole\img_02_425613600_00582.jpg","punching_hole","multi_class","1_chongkong|2_hanfeng"
"C:\Users\User\Desktop\MyProject1\DB\images\images\punching_hole\img_02_425614700_00001.jpg","punching_hole","multi_class","1_chongkong|2_hanfeng"
"C:\Users\User\Desktop\MyProject1\DB\images\images\punching_hole\img_02_425616500_00001.jpg","punching_hole","multi_class","1_chongkong|2_hanfeng"
"C:\Users\User\Desktop\MyProject1\DB\images\images\punching_hole\img_02_425637700_00001.jpg","punching_hole","multi_class","1_chongkong|2_hanfeng"
"C:\Users\User\Desktop\MyProject1\DB\images\images\punching_hole\img_02_425637800_00891.jpg","punching_hole","multi_class","1_chongkong|2_hanfeng"
"C:\Users\User\Desktop\MyProject1\DB\images\images\punching_hole\img_02_425637900_00899.jpg","punching_hole","multi_class","1_chongkong|2_hanfeng"
"C:\Users\User\Desktop\MyProject1\DB\images\images\punching_hole\img_02_425640000_00634.jpg","punching_hole","multi_class","1_chongkong|2_hanfeng|6_siban"
"C:\Users\User\Desktop\MyProject1\DB\images\images\punching_hole\img_02_425644200_00681.jpg","punching_hole","multi_class","1_chongkong|2_hanfeng"
